s,i,w,Tag,?*?,l,x,p,g,f,sent_id,Case,Number,Type,Polarity,Reflex,Polite,Evident,Aspect,Person,Voice,Mood,type,Tense,cat
642,6,yetiyor,B-Pred,,yet,VERB,Verb,0,root,bio_936,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,bio
642,7,.,PUNCT,,.,PUNCT,PUNCT,6,PUNCT,bio_936,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
644,1,Çantamda,B-Subj,,çanta,NOUN,Noun,6,obl,bio_575,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
644,2,mini,I-Subjj,,m,NOUN,Noun,4,obj,bio_575,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
644,3,müzik,I-Subjj,,müzik,NOUN,Noun,4,nmod:poss,bio_575,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
644,4,setim,I-Subjj,,set,NOUN,Noun,6,nsubj,bio_575,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
644,5,bile,O,,bile,ADV,Adverb,4,advmod:emph,bio_575,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
644,6,olmuştu,B-Pred,,ol,VERB,Verb,0,root,bio_575,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
644,7,.,PUNCT,,.,PUNCT,PUNCT,6,PUNCT,bio_575,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
647,1,Parola,B-Subj,,parola,NOUN,Noun,3,nsubj,bio_303,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
647,2,da,O,,da,CCONJ,Conj,1,advmod:emph,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
647,3-4,şudur,B-Pred,,_,_,_,0,_,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
647,5,:,PUNCT,,:,PUNCT,PUNCT,8,PUNCT,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
647,6,"""",PUNCT,,"""",PUNCT,PUNCT,8,PUNCT,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
647,7,Ordu'ya,B-Subj,,Ordu,PROPN,Prop,8,obl,bio_303,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
647,8,selam,I-Subjj,,selam,NOUN,Noun,3,nsubj,bio_303,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
647,9,",",I-Subjj,,",",PUNCT,PUNCT,11,PUNCT,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
647,10,keyfetmeye,I-Subjj,,keyfet,VERB,Verb,11,obl,bio_303,Dat,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
647,11,devam,I-Subjj,,devam,NOUN,Noun,8,conj,bio_303,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
647,12,".""",PUNCT,,".""",PUNCT,PUNCT,8,PUNCT,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
648,1,Parola,B-Subj,,parola,NOUN,Noun,3,nsubj,bio_303,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
648,2,da,O,,da,CCONJ,Conj,1,advmod:emph,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
648,3,şu,B-Pred,,şu,PRON,Demons,0,root,bio_303,Nom,Sing,Dem,_,_,_,_,_,3,_,_,Dem,_,bio
648,4,dur,I-Pred,,i,AUX,Zero,3,cop,bio_303,_,Sing,_,Pos,_,_,_,_,2,_,Imp,_,_,bio
648,5,:,PUNCT,,:,PUNCT,PUNCT,8,PUNCT,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
648,6,"""",PUNCT,,"""",PUNCT,PUNCT,8,PUNCT,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
648,7,Ordu'ya,B-Subj,,Ordu,PROPN,Prop,8,obl,bio_303,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
648,8,selam,I-Subjj,,selam,NOUN,Noun,3,nsubj,bio_303,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
648,9,",",I-Subjj,,",",PUNCT,PUNCT,11,PUNCT,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
648,10,keyfetmeye,I-Subjj,,keyfet,VERB,Verb,11,obl,bio_303,Dat,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
648,11,devam,I-Subjj,,devam,NOUN,Noun,8,conj,bio_303,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
648,12,".""",PUNCT,,".""",PUNCT,PUNCT,8,PUNCT,bio_303,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
650,1,Sofrası,B-Pred,,sofra,NOUN,Noun,2,nsubj,bio_1098,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
650,2,zengin,I-Pred,,zengin,ADJ,Adj,10,amod,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
650,3,ve,I-Pred,,ve,CCONJ,Conj,4,cc,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
650,4,zevkli,I-Pred,,zevk,ADJ,Adj,2,conj,bio_1098,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
650,5,",",I-Pred,,",",PUNCT,PUNCT,7,PUNCT,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
650,6,çok,I-Pred,,çok,ADV,Adverb,7,advmod,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
650,7,zarif,I-Pred,,zarif,ADJ,Adj,2,conj,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
650,8,bir,I-Pred,,bir,DET,ANum,9,det,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
650,9,ev,I-Pred,,ev,NOUN,Noun,10,nmod:poss,bio_1098,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
650,10-11,sahibesiydi,I-Pred,,_,_,_,0,_,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
650,12,.,PUNCT,,.,PUNCT,PUNCT,10,PUNCT,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
651,1,Sofrası,B-Pred,,sofra,NOUN,Noun,2,nsubj,bio_1098,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
651,2,zengin,I-Pred,,zengin,ADJ,Adj,10,amod,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
651,3,ve,I-Pred,,ve,CCONJ,Conj,4,cc,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
651,4,zevkli,I-Pred,,zevk,ADJ,Adj,2,conj,bio_1098,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
651,5,",",I-Pred,,",",PUNCT,PUNCT,7,PUNCT,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
651,6,çok,I-Pred,,çok,ADV,Adverb,7,advmod,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
651,7,zarif,I-Pred,,zarif,ADJ,Adj,2,conj,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
651,8,bir,I-Pred,,bir,DET,ANum,9,det,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
651,9,ev,I-Pred,,ev,NOUN,Noun,10,nmod:poss,bio_1098,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
651,10,sahibesi,I-Pred,,sahibe,NOUN,Noun,0,root,bio_1098,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
651,11,ydi,I-Pred,,i,AUX,Zero,10,cop,bio_1098,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
651,12,.,PUNCT,,.,PUNCT,PUNCT,10,PUNCT,bio_1098,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
653,1,Oysa,O,,oysa,ADV,Conj,7,advmod,bio_703,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
653,2,gurur,B-Pred,,gurur,NOUN,Noun,7,nsubj,bio_703,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
653,3,yerinde,B-AdverbialComp,,yer,NOUN,Noun,4,obl,bio_703,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
653,4,olduğunda,I-AdverbialComp,,ol,NOUN,Noun,7,advcl,bio_703,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
653,5,bir,B-IndefiniteObj,,bir,DET,ANum,6,det,bio_703,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
653,6,anlam,I-IndirectObj,,anlam,NOUN,Noun,7,obj,bio_703,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
653,7,taşır,B-Pred,,taşı,VERB,Verb,0,root,bio_703,_,Sing,_,Pos,_,_,_,Hab,3,_,_,_,Pres,bio
653,8,.,PUNCT,,.,PUNCT,PUNCT,7,PUNCT,bio_703,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
658,1,İkinci,B-IndirectObj,,iki,NUM,NNum,2,amod,bio_1129,Nom,Sing,Ord,_,_,_,_,_,3,_,_,Ord,_,bio
658,2,kapıdan,I-IndirectObj,,kapı,NOUN,Noun,4,obl,bio_1129,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
658,3,da,O,,da,CCONJ,Conj,2,advmod:emph,bio_1129,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
658,4,çıkardı,B-Pred,,çık,VERB,Verb,0,root,bio_1129,_,Sing,_,Pos,_,_,Fh,Hab,3,_,_,_,Pres,bio
658,5,.,PUNCT,,.,PUNCT,PUNCT,4,PUNCT,bio_1129,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
667,1,Japonya'da,B-IndirectObj,,Japonya,PROPN,Prop,6,obl,bio_384,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
667,2,bu,B-Subj,,bu,DET,Det,3,det,bio_384,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
667,3,zorunluluk,I-Subjj,,zorunlu,NOUN,Noun,6,nsubj,bio_384,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
667,4,sadece,B-IndirectObj,,sadece,ADV,Adverb,5,advmod,bio_384,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
667,5,feribotlarda,I-IndirectObj,,feribot,NOUN,Noun,6,obl,bio_384,Loc,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
667,6,var,B-Pred,,var,ADJ,Adj,0,root,bio_384,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
667,7,.,PUNCT,,.,PUNCT,PUNCT,6,PUNCT,bio_384,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
671,1,Babamın,B-Subj,,baba,NOUN,Noun,2,nsubj,bio_1415,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
671,2,öldüğü,I-Subjj,,öl,VERB,Verb,6,csubj,bio_1415,_,_,_,Pos,_,_,_,Perf,_,_,_,_,Past,bio
671,3,çok,B-AdverbialComp,,çok,ADV,Adverb,4,advmod,bio_1415,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
671,4,kısa,I-AdverbialComp,,kısa,ADJ,Adj,5,amod,bio_1415,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
671,5,sürede,I-AdverbialComp,,süre,NOUN,Noun,6,obl,bio_1415,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
671,6,duyuldu,B-Pred,,duy,VERB,Verb,0,root,bio_1415,_,Sing,_,Pos,_,_,Fh,Perf,3,Pass,_,_,Past,bio
671,7,.,PUNCT,,.,PUNCT,PUNCT,6,PUNCT,bio_1415,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
683,1,O,B-Subj,,o,DET,Det,2,det,bio_1055,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
683,2,şiirim,I-Subjj,,şiir,NOUN,Noun,5,nsubj,bio_1055,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
683,3,elbette,O,,elbet,ADV,Adverb,5,advmod,bio_1055,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
683,4,acemilik,B-Pred,,acemi,NOUN,Noun,5,nmod:poss,bio_1055,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
683,5,şiirimdir,I-Pred,,şiir,NOUN,Noun,0,root,bio_1055,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
683,6,.,PUNCT,,.,PUNCT,PUNCT,5,PUNCT,bio_1055,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
687,1,Çaresizler,B-Pred,,çare,PRON,Pers,0,root,bio_1639,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
687,2,.,PUNCT,,.,PUNCT,PUNCT,1,PUNCT,bio_1639,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
697,1,Öyle,B-AdverbialComp,,öyle,ADV,Adverb,2,advmod,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
697,2,olunca,I-AdverbialComp,,ol,VERB,Verb,15,advcl,bio_880,_,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
697,3,da,O,,da,CCONJ,Conj,2,advmod:emph,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
697,4,zorunlu,B-AdverbialComp,,zorunlu,ADJ,Adj,15,advcl,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
697,5,olarak,I-AdverbialComp,,ol,ADP,PCNom,4,case,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
697,6,gençlik,B-DefiniteObj,,gençlik,ADJ,NAdj,7,nmod:poss,bio_880,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
697,7,kitlesinin,I-DefiniteObj,,kitle,NOUN,Noun,8,nmod:poss,bio_880,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
697,8,düşüncelerini,I-DefiniteObj,,düşünce,NOUN,Noun,9,obj,bio_880,Acc,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
697,9,gözetmek,B-Pred,,gözet,VERB,Verb,15,nmod:poss,bio_880,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
697,10,",",PUNCT,,",",PUNCT,PUNCT,13,PUNCT,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
697,11,ona,B-Pred,,o,PRON,Pers,13,obl,bio_880,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
697,12,göre,I-Pred,,göre,ADP,PCDat,11,case,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
697,13,hareket,I-Pred,,hareket,NOUN,Noun,9,conj,bio_880,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
697,14,etmek,I-Pred,,et,VERB,Verb,13,compound:lvc,bio_880,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
697,15-16,durumundaydılar,I-Pred,,_,_,_,0,_,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
697,17,.,PUNCT,,.,PUNCT,PUNCT,15,PUNCT,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
698,1,Öyle,B-AdverbialComp,,öyle,ADV,Adverb,2,advmod,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
698,2,olunca,I-AdverbialComp,,ol,VERB,Verb,15,advcl,bio_880,_,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
698,3,da,O,,da,CCONJ,Conj,2,advmod:emph,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
698,4,zorunlu,B-AdverbialComp,,zorunlu,ADJ,Adj,15,advcl,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
698,5,olarak,I-AdverbialComp,,ol,ADP,PCNom,4,case,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
698,6,gençlik,B-DefiniteObj,,gençlik,ADJ,NAdj,7,nmod:poss,bio_880,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
698,7,kitlesinin,I-DefiniteObj,,kitle,NOUN,Noun,8,nmod:poss,bio_880,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
698,8,düşüncelerini,I-DefiniteObj,,düşünce,NOUN,Noun,9,obj,bio_880,Acc,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
698,9,gözetmek,B-Pred,,gözet,VERB,Verb,15,nmod:poss,bio_880,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
698,10,",",PUNCT,,",",PUNCT,PUNCT,13,PUNCT,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
698,11,ona,B-Pred,,o,PRON,Pers,13,obl,bio_880,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
698,12,göre,I-Pred,,göre,ADP,PCDat,11,case,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
698,13,hareket,I-Pred,,hareket,NOUN,Noun,9,conj,bio_880,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
698,14,etmek,I-Pred,,et,VERB,Verb,13,compound:lvc,bio_880,Nom,_,_,Pos,_,_,_,_,_,_,_,_,_,bio
698,15,durumunda,I-Pred,,durum,NOUN,Noun,0,root,bio_880,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
698,16,ydılar,I-Pred,,i,AUX,Zero,15,cop,bio_880,_,Plur,_,_,_,_,_,Perf,3,_,Ind,_,Past,bio
698,17,.,PUNCT,,.,PUNCT,PUNCT,15,PUNCT,bio_880,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
700,1,1,B-AdverbialComp,,1,NUM,ANum,3,nummod,bio_908,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
700,2,4,I-AdverbialComp,,4,NUM,ANum,1,flat,bio_908,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
700,3,haziran,I-AdverbialComp,,Haziran,NOUN,Noun,5,nmod:poss,bio_908,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,4,1926,I-AdverbialComp,,1926,NUM,ANum,3,list,bio_908,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
700,5,günü,I-AdverbialComp,,gün,NOUN,Noun,12,obl,bio_908,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,6,Mustafa,I-AdverbialComp,,Mustafa,PROPN,Prop,12,nsubj,bio_908,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,7,Kemal,I-AdverbialComp,,Kemal,PROPN,Prop,6,flat,bio_908,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,8,Paşa,I-AdverbialComp,,paşa,PROPN,Prop,6,flat,bio_908,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,9,İzmir'e,I-AdverbialComp,,İzmir,PROPN,Prop,10,obl,bio_908,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,10,hareket,I-AdverbialComp,,hareket,NOUN,Noun,12,ccomp,bio_908,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,11,etmeye,I-AdverbialComp,,et,VERB,Verb,10,compound:lvc,bio_908,Dat,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
700,12,hazırlanırken,I-AdverbialComp,,hazırla,VERB,Verb,23,advcl,bio_908,_,Sing,_,Pos,_,_,_,Hab,3,Pass,Imp,_,Pres,bio
700,13,",",PUNCT,,",",PUNCT,PUNCT,12,PUNCT,bio_908,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
700,14,İzmir,B-Subj,,İzmir,PROPN,Prop,15,nmod:poss,bio_908,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,15,Valisi,I-Subjj,,vali,NOUN,Noun,16,nmod,bio_908,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,16,Kâzım,I-Subjj,,Kâzım,ADJ,Adj,18,obl,bio_908,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,17,Dirik'ten,I-Subjj,,Dirik,PROPN,Prop,16,flat,bio_908,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,18,gelen,I-Subjj,,gel,VERB,Verb,19,acl,bio_908,_,_,_,Pos,_,_,_,_,_,_,_,_,Pres,bio
700,19,telgraf,I-Subjj,,telgraf,NOUN,Noun,23,nsubj,bio_908,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,20,bütün,B-DefiniteObj,,bütün,ADJ,Adj,21,amod,bio_908,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
700,21,Türkiye'nin,I-DefiniteObj,,Türkiye,PROPN,Prop,22,nmod:poss,bio_908,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,22,keyfini,I-DefiniteObj,,keyif,NOUN,Noun,23,obj,bio_908,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
700,23,kaçırdı,B-Pred,,kaçır,VERB,Verb,0,root,bio_908,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
700,24,.,PUNCT,,.,PUNCT,PUNCT,23,PUNCT,bio_908,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,1,15,B-IndirectObj,,15,NUM,ANum,3,nummod,bio_1391,_,_,Card,_,_,_,_,_,_,_,_,Card,_,bio
705,2,ayrı,I-IndirectObj,,ayrı,ADJ,Adj,3,amod,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,3,dine,I-IndirectObj,,din(I),NOUN,Noun,6,obj,bio_1391,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,4,",",I-IndirectObj,,",",PUNCT,PUNCT,5,PUNCT,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,5,inanca,I-IndirectObj,,inanca,ADV,Adverb,3,conj,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,6,sahip,I-IndirectObj,,sahip,NOUN,Noun,8,acl,bio_1391,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,7,olan,I-IndirectObj,,ol,VERB,Verb,6,compound:lvc,bio_1391,_,_,_,Pos,_,_,_,_,_,_,_,_,Pres,bio
705,8,mahkumlardan,I-IndirectObj,,mahkûm,NOUN,Noun,21,obj,bio_1391,Abl,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
705,9,",",PUNCT,,",",PUNCT,PUNCT,13,PUNCT,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,10,onların,B-IndirectObj,,o,PRON,Demons,13,obl,bio_1391,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
705,11,dinle,I-IndirectObj,,din(I),NOUN,Noun,12,obl,bio_1391,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,12,olan,I-IndirectObj,,ol,VERB,Verb,13,acl,bio_1391,_,_,_,Pos,_,_,_,_,_,_,_,_,Pres,bio
705,13,irtibatlarından,I-IndirectObj,,irtibat,NOUN,Noun,8,conj,bio_1391,Abl,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
705,14,",",PUNCT,,",",PUNCT,PUNCT,20,PUNCT,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,15,dindar,B-IndirectObj,,Dindar,ADJ,Adj,16,amod,bio_1391,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,16,olanlarla,I-IndirectObj,,ol,NOUN,Noun,17,obl,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,17,olmayanlar,I-IndirectObj,,ol,VERB,Verb,18,nmod:poss,bio_1391,Nom,Plur,_,Neg,_,_,_,_,3,_,_,_,Pres,bio
705,18,arasındaki,I-IndirectObj,,ara,ADJ,NAdj,20,amod,bio_1391,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,19,davranış,I-IndirectObj,,davran,NOUN,Noun,20,nmod:poss,bio_1391,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
705,20,farklılıklarından,I-IndirectObj,,fark,NOUN,Noun,8,conj,bio_1391,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,21,bahsetti,B-Pred,,bahset,VERB,Verb,0,root,bio_1391,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
705,22,kısaca,B-AdverbialComp,,kısa,ADV,Adverb,21,advmod,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,23,ve,O,,ve,CCONJ,Conj,29,cc,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,24,arkasından,B-AdverbialComp,,arka,ADJ,NAdj,29,obl,bio_1391,Abl,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,25,tabir,B-IndirectObj,,tabir,ADJ,Adj,26,nsubj,bio_1391,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,26,caiz,I-IndirectObj,,caiz,NOUN,Noun,29,advcl,bio_1391,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,27,se,I-IndirectObj,,i,AUX,Zero,26,cop,bio_1391,_,Sing,_,_,_,_,_,Perf,3,_,Cnd,_,Pres,bio
705,28,yalvarmaya,I-IndirectObj,,yalvar,VERB,Verb,29,ccomp,bio_1391,Dat,Sing,_,Pos,_,_,_,_,3,_,_,_,_,bio
705,29,başladı,B-Pred,,başla,VERB,Verb,21,conj,bio_1391,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,bio
705,30,",",PUNCT,,",",PUNCT,PUNCT,46,PUNCT,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,31,Ne,B-IndefiniteObj,,Ne,NOUN,Noun,33,discourse,bio_1391,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,32,olur,I-IndefiniteObj,,ol,VERB,Verb,31,compound,bio_1391,_,Sing,_,Pos,_,_,_,Hab,3,_,_,_,Pres,bio
705,33,gelin,I-IndefiniteObj,,gelin,VERB,Verb,46,ccomp,bio_1391,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,34,hangi,I-IndefiniteObj,,hangi,DET,Adj,35,det,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,35,dine,I-IndefiniteObj,,din(I),NOUN,Noun,36,obj,bio_1391,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,36,mensup,I-IndefiniteObj,,Mensup,ADJ,Adj,33,conj,bio_1391,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,37,olursanız,I-IndefiniteObj,,ol,VERB,Verb,36,compound:lvc,bio_1391,_,Plur,_,Pos,_,_,_,Hab,2,_,Cnd,_,Pres,bio
705,38,olun,I-IndefiniteObj,,ol,VERB,Verb,36,compound,bio_1391,_,Plur,_,Pos,_,_,_,_,2,_,Imp,_,_,bio
705,39,",",I-IndefiniteObj,,",",PUNCT,PUNCT,40,PUNCT,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,40,gelin,I-IndefiniteObj,,gelin,VERB,Verb,33,conj,bio_1391,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,41,anlatın,I-IndefiniteObj,,anlat,NOUN,Noun,33,conj,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,42,dini,I-IndefiniteObj,,din(I),NOUN,Noun,41,obj,bio_1391,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,bio
705,43,bu,I-IndefiniteObj,,bu,DET,Det,44,det,bio_1391,_,_,_,_,_,_,_,_,_,_,_,_,_,bio
705,44,insanlara,I-IndefiniteObj,,insan,NOUN,Noun,41,obl,bio_1391,Dat,Plur,_,_,_,_,_,_,3,_,_,_,_,bio
