s,i,w,Tag,,l,x,p,g,f,sent_id,Case,Number,Type,Polarity,Reflex,Polite,Evident,Aspect,Person,Voice,Mood,type,Tense,cat
634,7,",",PUNCT,,",",PUNCT,PUNCT,12,PUNCT,ess_1723,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
634,8,son,B-AdverbialComp,,son,ADJ,Adj,10,amod,ess_1723,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
634,9,tren,I-AdverbialComp,,tren,NOUN,Noun,10,nmod:poss,ess_1723,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
634,10,bekçilerinin,I-AdverbialComp,,bekçi,NOUN,Noun,11,nmod:poss,ess_1723,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
634,11,hüznüyle,I-AdverbialComp,,hüzün,NOUN,Noun,12,obl,ess_1723,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
634,12,buluşmuştu,B-Pred,,buluş,VERB,Verb,6,conj,ess_1723,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,ess
634,13,...,PUNCT,,...,PUNCT,PUNCT,12,PUNCT,ess_1723,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
636,1,Günümüzün,B-IndirectObj,,gün,NOUN,Noun,2,nmod:poss,ess_1619,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
636,2,içinde,I-IndirectObj,,iç,ADJ,NAdj,8,amod,ess_1619,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
636,3,o,B-AdverbialComp,,o,DET,Det,4,det,ess_1619,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
636,4,seslerle,I-AdverbialComp,,ses,NOUN,Noun,8,obl,ess_1619,Ins,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
636,5,",",PUNCT,,",",PUNCT,PUNCT,8,PUNCT,ess_1619,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
636,6,o,B-AdverbialComp,,o,DET,Det,7,det,ess_1619,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
636,7,kokularla,I-AdverbialComp,,koku,NOUN,Noun,8,obl,ess_1619,Ins,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
636,8,dolaşıyorlar,B-Pred,,dolaş,VERB,Verb,0,root,ess_1619,_,Plur,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
636,9,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,ess_1619,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
637,1,Yıllardır,B-AdverbialComp,,_,_,_,0,_,ess_166,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
637,2,üstünde,B-IndirectObj,,üst,ADJ,NAdj,4,obl,ess_166,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
637,3,konuşuyorlar,B-Pred,,konuş,VERB,Verb,0,root,ess_166,_,Plur,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
637,4,",",PUNCT,,",",PUNCT,PUNCT,7,PUNCT,ess_166,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
637,5,söylev,B-IndefiniteObj,,söylev,NOUN,Noun,7,obj,ess_166,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
637,6,veriyorlar,B-Pred,,ver,VERB,Verb,4,conj,ess_166,_,Plur,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
637,7,.,PUNCT,,.,PUNCT,PUNCT,7,PUNCT,ess_166,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
638,1,Marinus,O,?*?,Marinus,NOUN,Noun,5,nmod,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
638,2,Van,O,,Van,PROPN,Prop,1,flat,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
638,3,Der,O,,de,PROPN,Prop,1,flat,ess_982,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
638,4,Lubbe,O,,Lubbe,NOUN,Noun,5,nmod,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
638,5,ad,O,,ad(II),NOUN,Noun,9,nmod,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
638,6,lı,O,,li,ADP,With,5,case,ess_982,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
638,7,genç,O,,Genç,ADJ,Adj,9,amod,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
638,8,bir,O,,bir,DET,ANum,9,det,ess_982,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
638,9,Hollanda,O,,Hollanda,NOUN,Noun,11,nmod,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
638,10,lı,O,,li,ADP,With,9,case,ess_982,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
638,11,anarşist,O,,anarşist,NOUN,Noun,0,root,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
638,12,...,PUNCT,,...,PUNCT,PUNCT,11,PUNCT,ess_982,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
639,1,Marinus,O,,Marinus,NOUN,Noun,5,nmod,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
639,2,Van,O,,Van,PROPN,Prop,1,flat,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
639,3,Der,O,,de,PROPN,Prop,1,flat,ess_982,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
639,4,Lubbe,O,,Lubbe,NOUN,Noun,5,nmod,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
639,5-6,adlı,O,,_,_,_,0,_,ess_982,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
639,7,genç,O,,Genç,ADJ,Adj,9,amod,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
639,8,bir,O,,bir,DET,ANum,9,det,ess_982,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
639,9-10,Hollandalı,O,,_,_,_,0,_,ess_982,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
639,11,anarşist,O,,anarşist,NOUN,Noun,0,root,ess_982,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
639,12,...,PUNCT,,...,PUNCT,PUNCT,11,PUNCT,ess_982,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
643,1,Harp,B-DefiniteObj,,harp(II),NOUN,Noun,2,nmod:poss,ess_1457,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
643,2,Akademilerinde,I-DefiniteObj,,akademi,NOUN,Noun,12,nmod,ess_1457,Loc,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
643,3,Türk,I-DefiniteObj,,Türk,ADJ,Adj,4,nmod:poss,ess_1457,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
643,4,Ordusunun,I-DefiniteObj,,ordu,NOUN,Noun,9,nmod:poss,ess_1457,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
643,5,hangi,I-DefiniteObj,,hangi,DET,Adj,6,det,ess_1457,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
643,6,mevzide,I-DefiniteObj,,mevzi,NOUN,Noun,9,obl,ess_1457,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
643,7,hangi,I-DefiniteObj,,hangi,DET,Adj,8,det,ess_1457,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
643,8,edayla,I-DefiniteObj,,eda,NOUN,Noun,9,obl,ess_1457,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
643,9,durduğunu,I-DefiniteObj,,dur,VERB,Verb,12,obj,ess_1457,Acc,Sing,_,Pos,_,_,_,Perf,3,_,_,_,Past,ess
643,10,bir,B-AdverbialComp,,bir,NUM,ANum,12,nummod,ess_1457,_,_,Card,_,_,_,_,_,_,_,_,Card,_,ess
643,11,daha,I-AdverbialComp,,daha,ADV,Adverb,10,advmod,ess_1457,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
643,12,ilan,B-Pred,,ilan,NOUN,Noun,0,root,ess_1457,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
643,13,etti,I-Pred,,et,VERB,Verb,12,compound:lvc,ess_1457,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,ess
643,14,.,PUNCT,,.,PUNCT,PUNCT,12,PUNCT,ess_1457,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
645,1,Biricik,B-AdverbialComp,,Biricik,PROPN,Prop,2,amod,ess_676,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
645,2,annecikleri,I-AdverbialComp,,anne,NOUN,Noun,8,nsubj,ess_676,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
645,3,Cadı'nın,I-AdverbialComp,,cadı,NOUN,Noun,5,nmod:poss,ess_676,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
645,4,zehirli,I-AdverbialComp,,zehir,ADJ,Adj,5,amod,ess_676,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
645,5,elmalarından,I-AdverbialComp,,elma,NOUN,Noun,6,obj,ess_676,Abl,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
645,6,yiye,I-AdverbialComp,,ye,ADV,NNum,8,advmod,ess_676,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
645,7,yiye,I-AdverbialComp,,ye,NUM,NNum,6,compound:redup,ess_676,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
645,8,uyuşmuş,B-Pred,,uyuş,VERB,Verb,9,nsubj,ess_676,_,Sing,_,Pos,_,_,Nfh,_,3,_,_,_,Past,ess
645,9,vaziyetteler,I-Pred,,vaziyette,NOUN,Noun,0,root,ess_676,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
645,10,.,PUNCT,,.,PUNCT,PUNCT,9,PUNCT,ess_676,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
646,1,Bir,B-AdverbialComp,,bir,DET,ANum,2,det,ess_188,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
646,2,keresinde,I-AdverbialComp,,kere,ADV,Noun,7,advmod,ess_188,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
646,3,bir,B-DefiniteObj,,bir,DET,ANum,4,det,ess_188,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
646,4,diziyi,I-DefiniteObj,,dizi,NOUN,Noun,5,obj,ess_188,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
646,5,tartıştıklarını,I-DefiniteObj,,tartış,NOUN,Noun,7,ccomp,ess_188,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
646,6,bile,O,,bile,ADV,Adverb,5,advmod:emph,ess_188,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
646,7,gördüm,B-Pred,,gör,VERB,Verb,0,root,ess_188,_,Sing,_,Pos,_,_,Fh,Perf,1,_,_,_,Past,ess
646,8,.,PUNCT,,.,PUNCT,PUNCT,7,PUNCT,ess_188,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
662,1,Bir,B-IndirectObj,,bir,NUM,ANum,2,nummod,ess_1526,_,_,Card,_,_,_,_,_,_,_,_,Card,_,ess
662,2,doktora,I-IndirectObj,,doktora,NOUN,Noun,0,root,ess_1526,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
662,3,bile,O,,bile,ADV,Adverb,2,advmod:emph,ess_1526,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
662,4,ulaşamayabilirsiniz,B-Pred,,ulaş,VERB,Verb,2,compound:lvc,ess_1526,_,Plur,_,Neg,_,_,_,Hab,2,_,Pot,_,Pres,ess
662,5,...,PUNCT,,...,PUNCT,PUNCT,2,PUNCT,ess_1526,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
664,1,Milliyetçilik,B-Subj,,milliyetçilik,NOUN,Noun,2,nsubj,ess_25,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
664,2,yükselmiyor,B-Pred,,yüksel,VERB,Verb,0,root,ess_25,_,Sing,_,Neg,_,_,_,Prog,3,_,_,_,Pres,ess
664,3,",",PUNCT,,",",PUNCT,PUNCT,4,PUNCT,ess_25,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
664,4,yaygınlaşmıyor,B-Pred,,yaygın,VERB,Verb,2,conj,ess_25,_,Sing,_,Neg,_,_,_,Prog,3,_,_,_,Pres,ess
664,5,.,PUNCT,,.,PUNCT,PUNCT,4,PUNCT,ess_25,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
665,1,Onlar,B-Subj,,o,PRON,Pers,3,nsubj,ess_52,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
665,2,bizden,B-IndirectObj,,biz,PRON,Pers,3,nmod,ess_52,Abl,Plur,_,_,_,_,_,_,1,_,_,_,_,ess
665,3,kölelik,B-DefiniteObj,,köle,NOUN,Noun,10,obj,ess_52,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
665,4,değil,I-DefiniteObj,,değil,AUX,Neg,3,aux,ess_52,_,Sing,_,Neg,_,_,_,Perf,3,_,Ind,_,Pres,ess
665,5,",",I-DefiniteObj,,",",PUNCT,PUNCT,6,PUNCT,ess_52,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
665,6,saygı,I-DefiniteObj,,saygı,NOUN,Noun,3,conj,ess_52,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
665,7,ve,I-DefiniteObj,,ve,CCONJ,Conj,9,cc,ess_52,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
665,8,emeklerinin,I-DefiniteObj,,emek,NOUN,Noun,9,nmod:poss,ess_52,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
665,9,karşılığını,I-DefiniteObj,,karşılık,NOUN,Noun,3,conj,ess_52,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
665,10,bekliyorlar,B-Pred,,bekle,VERB,Verb,0,root,ess_52,_,Plur,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
665,11,.,PUNCT,,.,PUNCT,PUNCT,10,PUNCT,ess_52,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
666,1,"""",PUNCT,,"""",PUNCT,PUNCT,9,PUNCT,ess_381,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
666,2,Ben,B-IndefiniteObj,,ben,PRON,Pers,6,nsubj,ess_381,Nom,Sing,_,_,_,_,_,_,1,_,_,_,_,ess
666,3,Türk,I-IndefiniteObj,,Türk,ADJ,Adj,4,nmod:poss,ess_381,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
666,4,gazetecileri,I-IndefiniteObj,,gazeteci,NOUN,Noun,6,obl,ess_381,Nom,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
666,5,ile,I-IndefiniteObj,,ile,CCONJ,Conj,4,case,ess_381,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
666,6,konuşmam,I-IndefiniteObj,,konuş,VERB,Verb,9,ccomp,ess_381,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
666,7,",",PUNCT,,",",PUNCT,PUNCT,6,PUNCT,ess_381,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
666,8,"""",PUNCT,,"""",PUNCT,PUNCT,6,PUNCT,ess_381,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
666,9,dedi,B-Pred,,de,VERB,Verb,0,root,ess_381,_,Sing,_,Pos,_,_,Fh,Perf,3,_,_,_,Past,ess
666,10,.,PUNCT,,.,PUNCT,PUNCT,9,PUNCT,ess_381,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
669,1,Erkekle,B-IndirectObj,,erkek,NOUN,Noun,3,obl,ess_1536,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,2,dişi,I-IndirectObj,,dişi,ADJ,NAdj,3,nmod:poss,ess_1536,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,3,arasında,I-IndirectObj,,ara,ADJ,NAdj,4,amod,ess_1536,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,4,yaşanan,I-IndirectObj,,yaşa,VERB,Verb,5,acl,ess_1536,_,_,_,Pos,_,_,_,_,_,Pass,_,_,Pres,ess
669,5,ilişkide,I-IndirectObj,,ilişki,NOUN,Noun,34,obl,ess_1536,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,6,bu,B-DefiniteObj,,bu,DET,Det,7,det,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
669,7,çelişkiyi,I-DefiniteObj,,çelişki,NOUN,Noun,34,obj,ess_1536,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,8,",",I-DefiniteObj,,",",PUNCT,PUNCT,34,PUNCT,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
669,9,bu,I-DefiniteObj,,bu,DET,Det,12,det,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
669,10,bir,I-DefiniteObj,,bir,NUM,ANum,12,nummod,ess_1536,_,_,Card,_,_,_,_,_,_,_,_,Card,_,ess
669,11,arada,I-DefiniteObj,,ara,ADJ,NAdj,10,compound,ess_1536,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,12,yken,I-DefiniteObj,,i,AUX,Zero,34,nmod,ess_1536,_,_,_,_,_,_,_,Perf,_,_,Ind,_,Pres,ess
669,13,ayrılmış,I-DefiniteObj,,ayrıl,VERB,Verb,15,acl,ess_1536,_,Sing,_,Pos,_,_,Nfh,_,3,_,_,_,Past,ess
669,14,lık,I-DefiniteObj,,lik,ADP,Ness,13,case,ess_1536,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,15,halini,I-DefiniteObj,,hâl,NOUN,Noun,23,obj,ess_1536,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,16,ve,I-DefiniteObj,,ve,CCONJ,Conj,23,cc,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
669,17,ayrılmışlıkta,I-DefiniteObj,,ayrıl,NOUN,Noun,19,nmod,ess_1536,Loc,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
669,18,ki,I-DefiniteObj,,ki,ADP,Rel,17,case,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
669,19,özlemde,I-DefiniteObj,,özlem,NOUN,Noun,20,obl,ess_1536,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,20,yaşanan,I-DefiniteObj,,yaşa,VERB,Verb,22,acl,ess_1536,_,_,_,Pos,_,_,_,_,_,Pass,_,_,Pres,ess
669,21,vuslat,I-DefiniteObj,,Vuslat,NOUN,Noun,22,nmod:poss,ess_1536,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,22,halini,I-DefiniteObj,,hâl,NOUN,Noun,23,obj,ess_1536,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,23,görüyoruz,B-Pred,,gör,VERB,Verb,29,nmod,ess_1536,_,Plur,_,Pos,_,_,_,Prog,1,_,_,_,Pres,ess
669,24,:,PUNCT,,:,PUNCT,PUNCT,23,PUNCT,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
669,25,onların,B-Pred,,o,PRON,Pers,26,nmod:poss,ess_1536,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
669,26,yaradılışlarında,I-Pred,,yaradılış,NOUN,Noun,28,nmod,ess_1536,Loc,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
669,27,ki,I-Pred,,ki,ADP,Rel,26,case,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
669,28,münferitlik,I-Pred,,münferit,NOUN,Noun,29,obl,ess_1536,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,29,olsa,I-Pred,,ol,VERB,Verb,30,obj,ess_1536,_,Sing,_,Pos,_,_,_,_,3,_,Des,_,_,ess
669,30,gerek,I-Pred,,gerek,VERB,Verb,34,nmod,ess_1536,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,31,bu,B-Subj,,bu,DET,Det,32,det,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
669,32,çelişkinin,I-Subjj,,çelişki,NOUN,Noun,33,nmod:poss,ess_1536,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,33,böylesine,I-Subjj,,böyle,NOUN,Noun,34,obl,ess_1536,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,34,ortaya,I-Subjj,,orta,ADJ,NAdj,0,root,ess_1536,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
669,35,çıkışı,I-Subjj,,çık,NOUN,Noun,34,compound,ess_1536,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
669,36,.,PUNCT,,.,PUNCT,PUNCT,34,PUNCT,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,1,Erkekle,B-IndirectObj,,erkek,NOUN,Noun,3,obl,ess_1536,Ins,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,2,dişi,I-IndirectObj,,dişi,ADJ,NAdj,3,nmod:poss,ess_1536,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,3,arasında,I-IndirectObj,,ara,ADJ,NAdj,4,amod,ess_1536,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,4,yaşanan,I-IndirectObj,,yaşa,VERB,Verb,5,acl,ess_1536,_,_,_,Pos,_,_,_,_,_,Pass,_,_,Pres,ess
670,5,ilişkide,I-IndirectObj,,ilişki,NOUN,Noun,34,obl,ess_1536,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,6,bu,B-DefiniteObj,,bu,DET,Det,7,det,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,7,çelişkiyi,I-DefiniteObj,,çelişki,NOUN,Noun,34,obj,ess_1536,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,8,",",I-DefiniteObj,,",",PUNCT,PUNCT,34,PUNCT,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,9,bu,I-DefiniteObj,,bu,DET,Det,12,det,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,10,bir,I-DefiniteObj,,bir,NUM,ANum,12,nummod,ess_1536,_,_,Card,_,_,_,_,_,_,_,_,Card,_,ess
670,11-12,aradayken,I-DefiniteObj,,_,_,_,0,_,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,13-14,ayrılmışlık,I-DefiniteObj,,_,_,_,0,_,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,15,halini,I-DefiniteObj,,hâl,NOUN,Noun,23,obj,ess_1536,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,16,ve,I-DefiniteObj,,ve,CCONJ,Conj,23,cc,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,17-18,ayrılmışlıktaki,I-DefiniteObj,,_,_,_,0,_,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,19,özlemde,I-DefiniteObj,,özlem,NOUN,Noun,20,obl,ess_1536,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,20,yaşanan,I-DefiniteObj,,yaşa,VERB,Verb,22,acl,ess_1536,_,_,_,Pos,_,_,_,_,_,Pass,_,_,Pres,ess
670,21,vuslat,I-DefiniteObj,,Vuslat,NOUN,Noun,22,nmod:poss,ess_1536,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,22,halini,I-DefiniteObj,,hâl,NOUN,Noun,23,obj,ess_1536,Acc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,23,görüyoruz,B-Pred,,gör,VERB,Verb,29,nmod,ess_1536,_,Plur,_,Pos,_,_,_,Prog,1,_,_,_,Pres,ess
670,24,:,PUNCT,,:,PUNCT,PUNCT,23,PUNCT,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,25,onların,B-Pred,,o,PRON,Pers,26,nmod:poss,ess_1536,Gen,Plur,_,_,_,_,_,_,3,_,_,_,_,ess
670,26-27,yaradılışlarındaki,I-Pred,,_,_,_,0,_,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,28,münferitlik,I-Pred,,münferit,NOUN,Noun,29,obl,ess_1536,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,29,olsa,I-Pred,,ol,VERB,Verb,30,obj,ess_1536,_,Sing,_,Pos,_,_,_,_,3,_,Des,_,_,ess
670,30,gerek,I-Pred,,gerek,VERB,Verb,34,nmod,ess_1536,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,31,bu,B-Subj,,bu,DET,Det,32,det,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
670,32,çelişkinin,I-Subjj,,çelişki,NOUN,Noun,33,nmod:poss,ess_1536,Gen,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,33,böylesine,I-Subjj,,böyle,NOUN,Noun,34,obl,ess_1536,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,34,ortaya,I-Subjj,,orta,ADJ,NAdj,0,root,ess_1536,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
670,35,çıkışı,I-Subjj,,çık,NOUN,Noun,34,compound,ess_1536,Nom,Sing,_,Pos,_,_,_,_,3,_,_,_,_,ess
670,36,.,PUNCT,,.,PUNCT,PUNCT,34,PUNCT,ess_1536,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
672,1,Tüm,B-Subj,,tüm,DET,Det,2,det,ess_981,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
672,2,dünya,I-Subjj,,Dünya,NOUN,Noun,8,nsubj,ess_981,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
672,3,"""",B-AdverbialComp,,"""",PUNCT,PUNCT,5,PUNCT,ess_981,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
672,4,hayalet,I-AdverbialComp,,hayalet,NOUN,Noun,5,nmod,ess_981,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
672,5,ülke,I-AdverbialComp,,ülke,NOUN,Noun,8,obl,ess_981,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
672,6,"""",I-AdverbialComp,,"""",PUNCT,PUNCT,5,PUNCT,ess_981,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
672,7,gibi,I-AdverbialComp,,gibi,ADP,PCNom,5,case,ess_981,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
672,8,davranıyor,B-Pred,,davran,VERB,Verb,0,root,ess_981,_,Sing,_,Pos,_,_,_,Prog,3,_,_,_,Pres,ess
672,9,ona,B-IndirectObj,,o,PRON,Pers,8,obl,ess_981,Dat,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
672,10,.,PUNCT,,.,PUNCT,PUNCT,8,PUNCT,ess_981,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
673,1,Her,B-Subj,,her,DET,Det,3,det,ess_457,_,_,_,_,_,_,_,_,_,_,_,_,_,ess
673,2,iki,I-Subjj,,iki,NUM,ANum,3,nummod,ess_457,_,_,Card,_,_,_,_,_,_,_,_,Card,_,ess
673,3,nokta,I-Subjj,,nokta,NOUN,Noun,4,nmod:poss,ess_457,Nom,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
673,4,arasında,I-Subjj,,ara,ADJ,NAdj,6,amod,ess_457,Loc,Sing,_,_,_,_,_,_,3,_,_,_,_,ess
